DecayParticle1_Name DecayParticle1_isBoson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_isBoson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
b_quark 0 4.18 124.726 67 -95 -45 b_quark 0 4.18 255.418 -138 184 111
b_quark 0 4.18 188.209 5 -134 -132 b_quark 0 4.18 198.903 76 37 180
W+ 1 80.4 174.829 -97 -96 74 W- 1 80.4 221.281 193 46 -56
b_quark 0 4.18 60.2285 0 19 -57 b_quark 0 4.18 132.1 -78 -18 105
W+ 1 80.4 160.683 -89 -45 -97 W- 1 80.4 166.551 95 105 35
b_quark 0 4.18 99.3754 -71 41 -56 b_quark 0 4.18 55.52 30 7 46
b_quark 0 4.18 118.231 83 4 84 b_quark 0 4.18 197.632 -91 -22 -174
W+ 1 80.4 173.523 -23 -109 106 W- 1 80.4 241.485 -69 173 -131
b_quark 0 4.18 62.5338 0 -23 58 b_quark 0 4.18 123.347 8 123 2
b_quark 0 4.18 201.86 -131 -63 140 b_quark 0 4.18 293.458 220 62 -184
b_quark 0 4.18 126.347 69 81 -68 b_quark 0 4.18 178.652 -85 -143 65
b_quark 0 4.18 110.293 -79 -65 41 b_quark 0 4.18 203.606 126 79 -139
b_quark 0 4.18 135.733 129 26 33 b_quark 0 4.18 242.74 -221 -40 -92
W+ 1 80.4 121.335 15 88 -17 W- 1 80.4 149.115 -13 -109 61
b_quark 0 4.18 177.32 149 82 50 b_quark 0 4.18 194.557 -169 -93 25
b_quark 0 4.18 175.879 -132 116 -6 b_quark 0 4.18 115.406 46 -24 103
b_quark 0 4.18 149.624 124 37 -75 b_quark 0 4.18 120.11 -48 -21 108
b_quark 0 4.18 144.867 46 78 113 b_quark 0 4.18 39.5913 -21 22 -25
b_quark 0 4.18 143.4 121 44 -63 b_quark 0 4.18 124.111 -93 -76 -31
tau+ 0 1.78 53.1241 -37 -15 35 tau- 0 1.78 85.6398 -31 -63 49
b_quark 0 4.18 112.274 -58 -82 -50 b_quark 0 4.18 44.0848 -38 -11 19
Z 1 91.2 165.555 -121 15 65 Z 1 91.2 161.327 122 -52 11
b_quark 0 4.18 171.226 137 86 56 b_quark 0 4.18 133.699 -112 -33 -65
tau+ 0 1.78 109.937 -107 25 3 tau- 0 1.78 93.9424 89 -15 -26
b_quark 0 4.18 146.282 26 -16 -143 b_quark 0 4.18 148.521 44 28 139
W+ 1 80.4 168.861 115 83 -44 W- 1 80.4 214.017 -123 -129 87
b_quark 0 4.18 136.57 -132 -33 -11 b_quark 0 4.18 115.432 55 101 -9
b_quark 0 4.18 72.0172 13 10 -70 b_quark 0 4.18 63.2018 -16 -60 11
b_quark 0 4.18 205.53 -119 -140 92 b_quark 0 4.18 174.79 38 83 -149
W+ 1 80.4 188.271 38 -77 147 W- 1 80.4 279.673 -118 90 -223
b_quark 0 4.18 207.433 19 143 -149 b_quark 0 4.18 303.551 46 -189 233
b_quark 0 4.18 77.3335 -31 -59 -39 b_quark 0 4.18 25.6022 -17 -5 -18
b_quark 0 4.18 72.0172 -62 -13 34 b_quark 0 4.18 114.505 95 -10 63
Z 1 91.2 179.208 129 74 41 Z 1 91.2 258.995 -196 -83 -116
b_quark 0 4.18 185.412 -140 66 102 b_quark 0 4.18 159.817 90 0 -132
tau+ 0 1.78 181.045 25 -135 118 tau- 0 1.78 142.475 -24 138 -26
b_quark 0 4.18 130.47 -12 75 106 b_quark 0 4.18 51.6088 34 -23 -31
b_quark 0 4.18 134.162 87 93 -42 b_quark 0 4.18 37.2354 3 -36 -8
W+ 1 80.4 168.743 -79 -120 -37 W- 1 80.4 132.095 70 46 -63
b_quark 0 4.18 145.435 107 9 -98 b_quark 0 4.18 150.876 -16 -103 109
W+ 1 80.4 162.902 116 -76 29 W- 1 80.4 193.562 -160 71 19
b_quark 0 4.18 138.591 35 78 109 b_quark 0 4.18 190.87 -30 -45 -183
b_quark 0 4.18 176.815 -105 85 -114 b_quark 0 4.18 211.666 81 -168 100
W+ 1 80.4 162.09 -123 -54 -42 W- 1 80.4 258.854 204 114 77
b_quark 0 4.18 152.376 26 -86 -123 b_quark 0 4.18 248.836 10 149 199
b_quark 0 4.18 160.759 111 -7 -116 b_quark 0 4.18 124.834 -21 -22 121
b_quark 0 4.18 93.5012 20 15 90 b_quark 0 4.18 115.877 -113 25 4
b_quark 0 4.18 152.701 -66 80 112 b_quark 0 4.18 68.3116 -12 -28 -61
b_quark 0 4.18 144.577 57 -106 80 b_quark 0 4.18 238.039 23 180 -154
b_quark 0 4.18 71.9199 -51 23 45 b_quark 0 4.18 41.8984 21 36 -1
b_quark 0 4.18 169.17 -123 4 -116 b_quark 0 4.18 184.075 108 1 149
W+ 1 80.4 214.407 -80 -141 115 W- 1 80.4 248.773 152 168 -64
b_quark 0 4.18 138.128 121 65 14 b_quark 0 4.18 61.4449 -53 -18 -25
W+ 1 80.4 177.015 -91 58 115 W- 1 80.4 137.004 83 -44 -59
b_quark 0 4.18 137.286 -95 -34 93 b_quark 0 4.18 178.61 22 106 -142
Z 1 91.2 139.851 96 27 36 Z 1 91.2 118.564 -30 -22 -66
tau+ 0 1.78 131.841 17 -31 -127 tau- 0 1.78 87.0871 -8 11 86
b_quark 0 4.18 47.618 -23 11 40 b_quark 0 4.18 111.169 -47 -36 -94
b_quark 0 4.18 174.07 -5 93 147 b_quark 0 4.18 259.408 105 -9 -237
b_quark 0 4.18 189.922 -137 30 128 b_quark 0 4.18 112.23 41 -41 -96
b_quark 0 4.18 43.8574 36 23 -9 b_quark 0 4.18 95.5587 -40 -17 85
b_quark 0 4.18 137.21 -22 -114 73 b_quark 0 4.18 208.448 -32 197 -60
b_quark 0 4.18 181.07 -127 -112 64 b_quark 0 4.18 118.497 40 110 -18
W+ 1 80.4 241.914 -137 117 140 W- 1 80.4 250.721 148 -178 -53
b_quark 0 4.18 96.9096 91 33 2 b_quark 0 4.18 104.874 -46 -48 -81
b_quark 0 4.18 193.439 103 -74 146 b_quark 0 4.18 304.733 -189 170 -168
b_quark 0 4.18 164.725 -8 83 -142 b_quark 0 4.18 213.671 70 -97 177
b_quark 0 4.18 101.422 29 82 52 b_quark 0 4.18 140.095 23 6 -138
b_quark 0 4.18 159.513 -117 17 -107 b_quark 0 4.18 170.137 158 62 11
b_quark 0 4.18 181.159 41 148 -96 b_quark 0 4.18 176.962 -37 -173 0
W+ 1 80.4 129.306 96 -28 -16 W- 1 80.4 177.226 -22 106 115
b_quark 0 4.18 189.229 142 1 125 b_quark 0 4.18 89.143 -42 9 -78
b_quark 0 4.18 200.645 120 -140 79 b_quark 0 4.18 65.5398 -38 53 -5
b_quark 0 4.18 129.909 103 75 -25 b_quark 0 4.18 124.38 -77 -68 -70
b_quark 0 4.18 115.145 -57 34 94 b_quark 0 4.18 227.588 123 13 -191
b_quark 0 4.18 170.078 -72 125 -90 b_quark 0 4.18 216.306 21 -201 77
b_quark 0 4.18 118.724 -77 90 7 b_quark 0 4.18 58.4164 33 -41 25
b_quark 0 4.18 192.633 -27 144 -125 b_quark 0 4.18 203.675 -37 -184 79
b_quark 0 4.18 99.179 -97 17 -11 b_quark 0 4.18 161.166 159 24 10
Z 1 91.2 151.771 75 -16 -94 Z 1 91.2 200.904 -36 82 155
W+ 1 80.4 116.324 7 -77 33 W- 1 80.4 191.628 18 163 -58
b_quark 0 4.18 123.371 -121 21 11 b_quark 0 4.18 177.439 167 47 37
b_quark 0 4.18 151.507 -90 26 -119 b_quark 0 4.18 219.724 121 -82 164
b_quark 0 4.18 165.416 110 109 -58 b_quark 0 4.18 143.588 -110 -90 -20
b_quark 0 4.18 87.7979 61 37 -51 b_quark 0 4.18 110.646 -100 40 -25
W+ 1 80.4 124.073 92 -5 21 W- 1 80.4 115.14 -24 21 76
b_quark 0 4.18 178.769 100 -130 -71 b_quark 0 4.18 183.797 -42 176 32
b_quark 0 4.18 115.354 -69 -28 88 b_quark 0 4.18 200.755 165 8 -114
b_quark 0 4.18 120.547 88 23 -79 b_quark 0 4.18 182.818 -178 -40 11
b_quark 0 4.18 190.125 120 -87 119 b_quark 0 4.18 230.529 -209 -6 -97
b_quark 0 4.18 78.0927 -16 -71 -28 b_quark 0 4.18 160.821 75 114 85
b_quark 0 4.18 126.734 -62 -58 94 b_quark 0 4.18 106.501 85 62 -16
b_quark 0 4.18 47.1113 -17 8 43 b_quark 0 4.18 72.0311 45 55 -11
b_quark 0 4.18 186.093 -118 -33 140 b_quark 0 4.18 208.126 95 -7 -185
b_quark 0 4.18 166.681 -86 -40 137 b_quark 0 4.18 172.993 94 108 -97
b_quark 0 4.18 122.19 -84 81 36 b_quark 0 4.18 180.323 173 -49 13
b_quark 0 4.18 169.105 115 123 -15 b_quark 0 4.18 167.232 -138 -43 84
b_quark 0 4.18 126.836 -30 -83 -91 b_quark 0 4.18 229.067 65 177 130
b_quark 0 4.18 181.076 101 -99 113 b_quark 0 4.18 238.737 -185 48 -143
W+ 1 80.4 173.65 -141 -40 47 W- 1 80.4 146.95 63 80 -69
b_quark 0 4.18 163.886 116 29 112 b_quark 0 4.18 252.306 -134 -57 -206
b_quark 0 4.18 122.174 -93 76 -22 b_quark 0 4.18 251.373 181 -161 67
b_quark 0 4.18 108.035 -10 77 -75 b_quark 0 4.18 143.828 108 -94 -13
b_quark 0 4.18 204.728 136 102 -114 b_quark 0 4.18 183.397 -86 -115 114
b_quark 0 4.18 213.444 -129 -80 -150 b_quark 0 4.18 286.111 87 113 248
W+ 1 80.4 133.128 25 -35 97 W- 1 80.4 248.795 27 135 -191
b_quark 0 4.18 134.616 -54 -92 82 b_quark 0 4.18 168.293 -35 154 -58
Z 1 91.2 184.161 -127 75 62 Z 1 91.2 176.696 138 -52 -34
W+ 1 80.4 180.702 -56 -147 38 W- 1 80.4 228.233 115 180 -1
b_quark 0 4.18 178.403 -147 -99 20 b_quark 0 4.18 122.872 62 106 0
b_quark 0 4.18 111.546 -47 -90 -46 b_quark 0 4.18 151.959 9 148 -33
W+ 1 80.4 115.884 -20 -66 -47 W- 1 80.4 191.607 68 148 61
tau+ 0 1.78 141.394 -108 -90 -15 tau- 0 1.78 84.1794 81 9 -21
b_quark 0 4.18 115.232 6 0 -115 b_quark 0 4.18 133.036 -34 99 82
W+ 1 80.4 165.611 13 87 115 W- 1 80.4 172.844 79 -81 -103
W+ 1 80.4 103.972 41 -37 -36 W- 1 80.4 174.394 -134 -37 68
b_quark 0 4.18 132.614 -107 -78 6 b_quark 0 4.18 149.287 13 142 -44
b_quark 0 4.18 143.274 118 -81 -5 b_quark 0 4.18 230.533 -208 42 90
W+ 1 80.4 158.862 105 32 -82 W- 1 80.4 227.618 -204 -61 -3
Z 1 91.2 200.119 100 -119 -87 Z 1 91.2 258.922 -13 165 177
b_quark 0 4.18 166.693 -78 -39 142 b_quark 0 4.18 178.66 133 38 -113
W+ 1 80.4 123.232 45 -51 64 W- 1 80.4 193.171 -103 141 -19
b_quark 0 4.18 144.598 21 85 -115 b_quark 0 4.18 151.362 -4 -149 26
W+ 1 80.4 150.709 -119 42 -18 W- 1 80.4 149.376 82 -82 -49
W+ 1 80.4 173.22 62 -79 116 W- 1 80.4 171.8 -1 123 -89
b_quark 0 4.18 165.11 -114 -102 62 b_quark 0 4.18 114.628 27 27 -108
b_quark 0 4.18 174.423 119 -57 114 b_quark 0 4.18 173.538 -163 -35 -48
b_quark 0 4.18 169.232 -67 63 142 b_quark 0 4.18 258.858 125 -122 -191
b_quark 0 4.18 167.891 37 145 76 b_quark 0 4.18 164.995 -87 -74 -119
b_quark 0 4.18 123.594 -103 -68 -5 b_quark 0 4.18 195.219 190 43 12
tau+ 0 1.78 178.037 113 114 77 tau- 0 1.78 217.053 -176 -58 -113
b_quark 0 4.18 144.255 -12 118 82 b_quark 0 4.18 228.549 -78 -202 -73
b_quark 0 4.18 109.011 61 84 33 b_quark 0 4.18 134.058 -60 -95 -73
b_quark 0 4.18 59.7702 43 -5 41 b_quark 0 4.18 54.4378 49 16 -17
b_quark 0 4.18 131.448 -29 72 106 b_quark 0 4.18 196.101 -19 -94 -171
b_quark 0 4.18 146.893 -92 114 -10 b_quark 0 4.18 144.857 129 -31 58
b_quark 0 4.18 185.727 139 -84 -90 b_quark 0 4.18 195.623 -129 -1 147
W+ 1 80.4 141.74 -105 45 -24 W- 1 80.4 102.943 40 -33 38
b_quark 0 4.18 94.992 91 -23 14 b_quark 0 4.18 96.3508 -80 29 45
W+ 1 80.4 104.298 -29 -57 -18 W- 1 80.4 97.2119 3 -41 36
b_quark 0 4.18 189.627 137 -126 36 b_quark 0 4.18 210.424 -201 34 -52
W+ 1 80.4 197.851 86 -79 138 W- 1 80.4 270.108 -145 37 -210
b_quark 0 4.18 166.729 129 18 104 b_quark 0 4.18 222.99 -181 -115 -61
b_quark 0 4.18 181.757 136 79 91 b_quark 0 4.18 183.244 -96 -156 3
W+ 1 80.4 195.103 137 84 76 W- 1 80.4 142.791 -40 -110 -15
b_quark 0 4.18 171.53 142 -5 96 b_quark 0 4.18 223.818 -100 -66 -189
b_quark 0 4.18 141.713 123 6 -70 b_quark 0 4.18 119.082 -65 -97 -23
W+ 1 80.4 146.295 -15 -32 117 W- 1 80.4 166.259 12 -3 -145
b_quark 0 4.18 102.345 74 25 66 b_quark 0 4.18 135.925 -123 25 -52
b_quark 0 4.18 134.27 5 -69 115 b_quark 0 4.18 252.372 -103 99 -208
W+ 1 80.4 206.4 86 -129 -110 W- 1 80.4 292.968 -159 106 207
b_quark 0 4.18 118.264 -98 -42 51 b_quark 0 4.18 186.868 153 33 -102
b_quark 0 4.18 151.557 104 106 -30 b_quark 0 4.18 257.228 -193 -168 -26
b_quark 0 4.18 154.643 -74 135 -14 b_quark 0 4.18 108.846 74 -75 27
b_quark 0 4.18 188.577 -2 -124 142 b_quark 0 4.18 187.969 -65 171 -43
b_quark 0 4.18 127.014 -47 91 75 b_quark 0 4.18 133.673 -51 -45 -115
b_quark 0 4.18 161.467 117 -109 22 b_quark 0 4.18 147.718 -51 119 71
b_quark 0 4.18 171.518 -50 -105 -126 b_quark 0 4.18 158.816 -25 144 62
W+ 1 80.4 150.167 65 -94 -55 W- 1 80.4 239.005 -113 171 93
b_quark 0 4.18 110.786 -84 -4 -72 b_quark 0 4.18 107.441 65 -49 70
W+ 1 80.4 203.05 120 -126 -67 W- 1 80.4 275.038 -22 217 147
W+ 1 80.4 128.41 -80 5 60 W- 1 80.4 92.5806 -19 -15 39
b_quark 0 4.18 140.807 -100 95 28 b_quark 0 4.18 185.899 152 -94 -51
b_quark 0 4.18 217.799 123 -123 131 b_quark 0 4.18 231.977 -40 214 -80
b_quark 0 4.18 148.659 137 57 8 b_quark 0 4.18 188.07 -163 -60 72
W+ 1 80.4 108.126 39 41 45 W- 1 80.4 118.533 49 44 -57
b_quark 0 4.18 107.198 79 -72 -7 b_quark 0 4.18 226.459 -176 137 -39
b_quark 0 4.18 139.174 -52 42 122 b_quark 0 4.18 182.709 100 -82 -129
b_quark 0 4.18 131.421 18 -93 91 b_quark 0 4.18 221.503 81 137 -154
W+ 1 80.4 175.779 -67 -91 -108 W- 1 80.4 96.5876 22 34 35
b_quark 0 4.18 78.3101 75 -21 -7 b_quark 0 4.18 186.125 -154 53 -90
b_quark 0 4.18 162.045 -104 -121 28 b_quark 0 4.18 109.172 38 101 -16
W+ 1 80.4 137.805 6 13 -111 W- 1 80.4 162.761 85 -51 101
b_quark 0 4.18 153.556 -135 -24 -69 b_quark 0 4.18 198.201 104 35 165
b_quark 0 4.18 173.157 46 119 -117 b_quark 0 4.18 249.573 -108 -202 99
b_quark 0 4.18 156.66 115 22 104 b_quark 0 4.18 94.6915 -34 -88 -7
b_quark 0 4.18 156.024 -74 -47 -129 b_quark 0 4.18 165.244 86 44 134
b_quark 0 4.18 127.222 114 54 -16 b_quark 0 4.18 109.043 -98 37 30
b_quark 0 4.18 131.573 -7 126 -37 b_quark 0 4.18 92.539 -24 -67 -59
b_quark 0 4.18 191.414 129 10 141 b_quark 0 4.18 271.139 -215 7 -165
b_quark 0 4.18 144.182 -99 103 -19 b_quark 0 4.18 230.927 193 -94 85
tau+ 0 1.78 213.216 -103 -143 120 tau- 0 1.78 250.478 140 200 -56
b_quark 0 4.18 122.908 -99 38 -62 b_quark 0 4.18 128.87 67 -1 110
b_quark 0 4.18 171.174 -37 83 -145 b_quark 0 4.18 218.379 -2 12 218
W+ 1 80.4 210.298 -89 -116 -128 W- 1 80.4 131.568 39 35 90
b_quark 0 4.18 169.081 -137 39 91 b_quark 0 4.18 230.362 200 -40 -107
b_quark 0 4.18 176.104 -73 121 105 b_quark 0 4.18 160.647 35 -119 -102
b_quark 0 4.18 160.572 -65 -129 70 b_quark 0 4.18 143.536 8 45 -136
b_quark 0 4.18 221.566 -143 140 95 b_quark 0 4.18 147.616 67 -110 -72
W+ 1 80.4 124.146 72 -20 58 W- 1 80.4 166.103 -62 -11 -131
W+ 1 80.4 143.98 69 44 -87 W- 1 80.4 211.247 -84 -72 161
W+ 1 80.4 142.092 51 -78 71 W- 1 80.4 132.748 -69 54 -59
b_quark 0 4.18 128.107 83 -17 96 b_quark 0 4.18 212.185 -125 96 -142
b_quark 0 4.18 198.782 -128 108 -107 b_quark 0 4.18 114.085 51 -101 14
b_quark 0 4.18 219.04 -146 -73 -146 b_quark 0 4.18 247.513 202 29 140
b_quark 0 4.18 126.931 -107 17 -66 b_quark 0 4.18 107.65 79 71 17
b_quark 0 4.18 38.0851 7 -22 30 b_quark 0 4.18 98.9064 -44 -50 -73
b_quark 0 4.18 185.49 18 129 132 b_quark 0 4.18 231.585 30 -75 -217
b_quark 0 4.18 139.522 22 -118 71 b_quark 0 4.18 187.911 -69 174 16
b_quark 0 4.18 175.871 75 -102 -122 b_quark 0 4.18 116.852 -33 2 112
b_quark 0 4.18 140.54 -43 -91 -98 b_quark 0 4.18 183.201 108 109 100
W+ 1 80.4 198.86 19 -148 -104 W- 1 80.4 209.979 -113 147 57
b_quark 0 4.18 94.0132 -24 26 -87 b_quark 0 4.18 133.22 123 51 0
tau+ 0 1.78 190.759 149 -27 116 tau- 0 1.78 195.403 -123 89 -123
W+ 1 80.4 192.627 118 -61 -114 W- 1 80.4 297.362 -190 -8 214
b_quark 0 4.18 206.501 75 138 134 b_quark 0 4.18 130.117 -44 -116 -39
b_quark 0 4.18 97.5268 58 -71 -33 b_quark 0 4.18 185.028 -100 113 107
b_quark 0 4.18 149.735 121 79 -39 b_quark 0 4.18 106.937 -56 -19 89
b_quark 0 4.18 75.2893 71 -9 23 b_quark 0 4.18 94.5911 29 67 60
b_quark 0 4.18 125.433 14 12 -124 b_quark 0 4.18 79.3692 31 -40 61
b_quark 0 4.18 122.815 44 -19 -113 b_quark 0 4.18 130.83 3 31 127
b_quark 0 4.18 147.29 -3 -118 -88 b_quark 0 4.18 144.646 12 131 60
W+ 1 80.4 237.702 -138 135 113 W- 1 80.4 240.928 179 -121 -70
b_quark 0 4.18 199.739 37 -130 -147 b_quark 0 4.18 193.348 54 99 157
b_quark 0 4.18 146.415 -26 -62 130 b_quark 0 4.18 208.429 85 122 -146
b_quark 0 4.18 181.93 4 -133 -124 b_quark 0 4.18 65.517 5 43 49
b_quark 0 4.18 168.103 54 115 110 b_quark 0 4.18 137.595 -119 -23 -65
tau+ 0 1.78 145.273 46 -51 -128 tau- 0 1.78 112.415 -27 -33 104
W+ 1 80.4 185.019 -62 -118 100 W- 1 80.4 144.88 73 61 -74
b_quark 0 4.18 164.443 -136 28 88 b_quark 0 4.18 140.608 129 -54 -14
tau+ 0 1.78 171.593 -143 -84 44 tau- 0 1.78 120.893 60 104 14
b_quark 0 4.18 152.917 129 -22 79 b_quark 0 4.18 232.788 -227 50 -12
b_quark 0 4.18 132.584 -74 57 94 b_quark 0 4.18 138.703 136 23 -14
b_quark 0 4.18 222.638 115 -126 -143 b_quark 0 4.18 202.964 -92 67 168
b_quark 0 4.18 212.355 -144 -55 146 b_quark 0 4.18 267.738 239 73 -96
Z 1 91.2 175.267 -135 24 -60 Z 1 91.2 199.36 85 -111 109
b_quark 0 4.18 72.1074 -58 -33 27 b_quark 0 4.18 118.535 96 56 -41
b_quark 0 4.18 187.314 -118 132 61 b_quark 0 4.18 191.135 55 -161 -87
b_quark 0 4.18 92.6308 -33 75 -43 b_quark 0 4.18 182.876 128 -49 121
b_quark 0 4.18 106.007 82 -64 -20 b_quark 0 4.18 130.811 -37 115 -50
b_quark 0 4.18 115.289 -97 -12 61 b_quark 0 4.18 121.01 1 60 -105
b_quark 0 4.18 107.724 -83 63 27 b_quark 0 4.18 127.744 112 29 -54
W+ 1 80.4 183.437 116 -105 -52 W- 1 80.4 242.739 -173 80 127
b_quark 0 4.18 146.876 47 5 139 b_quark 0 4.18 165.914 -134 23 -95
b_quark 0 4.18 186.138 -130 123 -51 b_quark 0 4.18 349.362 230 -220 144
b_quark 0 4.18 118.484 1 -32 114 b_quark 0 4.18 135.781 97 27 -91
b_quark 0 4.18 138.255 -68 117 -28 b_quark 0 4.18 99.6768 58 -25 77
b_quark 0 4.18 188.948 -120 -122 80 b_quark 0 4.18 277.425 173 143 -163
Z 1 91.2 217.28 -30 -147 -128 Z 1 91.2 262.655 19 222 105
b_quark 0 4.18 185.851 -127 13 135 b_quark 0 4.18 256.637 135 -72 -206
Z 1 91.2 154.517 14 -109 59 Z 1 91.2 217.751 27 140 -137
b_quark 0 4.18 109.002 74 42 68 b_quark 0 4.18 69.1265 -56 -28 -29
tau+ 0 1.78 111.392 49 -20 -98 tau- 0 1.78 240.801 -147 57 182
b_quark 0 4.18 151.524 -27 -42 -143 b_quark 0 4.18 151.164 125 22 82
b_quark 0 4.18 131.926 25 119 51 b_quark 0 4.18 209.443 -107 -108 -144
W+ 1 80.4 161.028 89 84 67 W- 1 80.4 215.975 -144 -94 -103
b_quark 0 4.18 173.561 45 -84 145 b_quark 0 4.18 162.331 31 118 -107
b_quark 0 4.18 123.768 -36 -89 78 b_quark 0 4.18 117.501 -3 108 -46
W+ 1 80.4 192.653 113 -119 -61 W- 1 80.4 130.855 -53 83 31
b_quark 0 4.18 113.121 -13 27 109 b_quark 0 4.18 147.524 72 -91 -91
b_quark 0 4.18 120.144 -114 -14 35 b_quark 0 4.18 85.4545 57 30 -56
b_quark 0 4.18 167.891 44 125 -103 b_quark 0 4.18 133.456 -24 -129 24
W+ 1 80.4 87.368 33 -8 4 W- 1 80.4 105.044 31 -3 60
b_quark 0 4.18 116.904 78 82 -29 b_quark 0 4.18 196.228 -60 -182 -42
tau+ 0 1.78 176.783 109 138 18 tau- 0 1.78 236.485 -96 -209 -55
b_quark 0 4.18 195.506 -148 26 -125 b_quark 0 4.18 170.222 146 -51 71
W+ 1 80.4 187.772 -148 -49 -67 W- 1 80.4 199.131 142 47 104
b_quark 0 4.18 188.993 108 129 -86 b_quark 0 4.18 178.783 -63 -149 76
W+ 1 80.4 191.45 116 -53 118 W- 1 80.4 276.61 -172 -8 -201
b_quark 0 4.18 130.259 115 19 58 b_quark 0 4.18 119.493 -33 -106 -44
b_quark 0 4.18 104.42 -54 -89 -7 b_quark 0 4.18 90.1802 1 35 -83
tau+ 0 1.78 172.792 39 82 -147 tau- 0 1.78 254.867 -109 -33 228
W+ 1 80.4 180.694 115 81 -80 W- 1 80.4 141.121 -109 7 39
b_quark 0 4.18 144.192 57 -98 -89 b_quark 0 4.18 225.365 -130 4 184
W+ 1 80.4 160.715 50 -113 64 W- 1 80.4 174.371 -54 100 -105
b_quark 0 4.18 170.328 92 143 9 b_quark 0 4.18 247.672 -130 -210 18
W+ 1 80.4 165.569 80 25 -118 W- 1 80.4 276.429 -162 -108 179
W+ 1 80.4 198.124 112 -78 -119 W- 1 80.4 180.793 -61 1 150
W+ 1 80.4 240.928 106 139 145 W- 1 80.4 268.332 -53 -52 -245
W+ 1 80.4 231.735 143 -102 -128 W- 1 80.4 237.359 -149 143 85
tau+ 0 1.78 173.5 -131 113 13 tau- 0 1.78 151.82 151 -14 -7
W+ 1 80.4 103.466 -64 -8 -9 W- 1 80.4 145.603 44 -80 80
b_quark 0 4.18 120.493 -81 14 88 b_quark 0 4.18 228.201 143 45 -172
b_quark 0 4.18 126.994 1 -22 -125 b_quark 0 4.18 151.643 -48 -15 143
b_quark 0 4.18 154.41 -82 126 -35 b_quark 0 4.18 187.847 32 -174 63
W+ 1 80.4 202.764 -32 136 123 W- 1 80.4 251.303 -32 -177 -156
b_quark 0 4.18 177.579 144 50 91 b_quark 0 4.18 229.056 -178 -53 -134
b_quark 0 4.18 131.44 -53 -115 -35 b_quark 0 4.18 103.829 17 57 85
b_quark 0 4.18 200.196 114 139 88 b_quark 0 4.18 204.662 -62 -75 -180
b_quark 0 4.18 175.247 -102 -133 -51 b_quark 0 4.18 174.343 73 155 -32
b_quark 0 4.18 182.141 66 119 -121 b_quark 0 4.18 116.604 -105 -45 23
b_quark 0 4.18 91.0575 -47 71 32 b_quark 0 4.18 130.704 19 -116 -57
W+ 1 80.4 200.903 72 -105 -133 W- 1 80.4 216.135 -88 159 85
W+ 1 80.4 104.375 33 -35 46 W- 1 80.4 151.533 35 123 -12
W+ 1 80.4 251.74 148 146 -117 W- 1 80.4 201.686 -92 -150 57
b_quark 0 4.18 186.189 125 120 -68 b_quark 0 4.18 197.544 -141 -126 57
b_quark 0 4.18 111.707 93 26 -56 b_quark 0 4.18 173.434 -113 -83 102
b_quark 0 4.18 128.808 69 98 -47 b_quark 0 4.18 100.69 -64 -48 61
b_quark 0 4.18 142.051 -44 81 -108 b_quark 0 4.18 237.927 -24 -120 204
W+ 1 80.4 155.776 116 65 -11 W- 1 80.4 124.917 -36 -10 88
b_quark 0 4.18 201.919 141 67 -128 b_quark 0 4.18 250.56 -173 -47 175
W+ 1 80.4 188.46 -60 147 62 W- 1 80.4 235.432 108 -186 -52
b_quark 0 4.18 159.422 -47 -142 55 b_quark 0 4.18 162.153 -34 116 -108
W+ 1 80.4 218.433 -144 113 -88 W- 1 80.4 219.796 201 -22 31
b_quark 0 4.18 116.852 4 -39 110 b_quark 0 4.18 110.732 12 88 -66
Z 1 91.2 219.012 -78 126 -133 Z 1 91.2 293.885 151 -95 215
W+ 1 80.4 134.648 -97 -31 -36 W- 1 80.4 187.484 134 53 89
b_quark 0 4.18 160.806 -17 -84 -136 b_quark 0 4.18 154.682 39 92 118
b_quark 0 4.18 177.286 98 -140 -47 b_quark 0 4.18 224.061 -17 204 91
W+ 1 80.4 103.697 38 -6 -53 W- 1 80.4 154.367 -78 -65 84
b_quark 0 4.18 174.28 -66 -80 140 b_quark 0 4.18 196.602 135 33 -139
b_quark 0 4.18 152.14 32 93 116 b_quark 0 4.18 131.189 -86 -31 -94
b_quark 0 4.18 102.667 33 -47 85 b_quark 0 4.18 185.139 -11 143 -117
W+ 1 80.4 96.6911 40 31 -18 W- 1 80.4 127.079 36 17 90
b_quark 0 4.18 178.203 33 137 -109 b_quark 0 4.18 117.164 -14 -67 95
W+ 1 80.4 218.591 150 -97 97 W- 1 80.4 165.5 -55 90 -99
b_quark 0 4.18 117.365 -54 -5 104 b_quark 0 4.18 181.633 4 14 -181
b_quark 0 4.18 145.981 -27 -92 110 b_quark 0 4.18 190.017 78 167 -46
b_quark 0 4.18 95.6163 -41 -60 62 b_quark 0 4.18 148.204 93 23 -113
W+ 1 80.4 135.226 63 58 -67 W- 1 80.4 183.709 -49 -100 122
W+ 1 80.4 189.114 80 -108 106 W- 1 80.4 112.628 16 58 -51
W+ 1 80.4 178.894 71 53 133 W- 1 80.4 249.179 1 -85 -220
b_quark 0 4.18 161.702 -52 -145 49 b_quark 0 4.18 211.973 1 195 -83
